"Date","RegionID","RegionName","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-03-31,19,"Iowa",29,125600,-0.00554235946159937,-0.00789889415481832,0.0129032258064516,0.0244691737235947,,"2017-01","2017-Q1",126800,-0.00946372239747634,"2016-10"
2017-03-31,34,"Mississippi",30,112300,0.00178412132024978,0.00357462019660411,0.0218380345768881,0.00802583360389342,0.0166565915941441,"2009-07","2009-Q3",127100,-0.116443745082612,"2008-12"
2017-03-31,6,"Arkansas",31,118500,0.00679694137638063,0.020671834625323,0.0570918822479929,0.0298371238197792,0.0142156263001219,"2017-03","2017-Q1",118500,0,"2017-03"
2017-03-31,23,"Kansas",32,124600,0.000803212851405623,0.0105433901054339,0.0444258172673931,0.0220990246132422,,"2017-03","2017-Q1",124600,0,"2017-03"
2017-03-31,55,"Utah",33,245600,0.00532132623823168,0.0203572912339011,0.0848056537102473,0.0665019946415271,0.00168489015307594,"2008-01","2008-Q1",259700,-0.0542934154793993,"2007-05"
2017-03-31,42,"Nevada",34,233000,0.00561070349589987,0.0174672489082969,0.088785046728972,0.133905752305335,-0.0235489884714154,"2006-04","2006-Q2",310700,-0.250080463469585,"2004-06"
2017-03-31,41,"New Mexico",35,173300,0.00231347599768652,0.0146370023419204,0.057997557997558,0.0186577534770005,-0.00957403055688499,"2009-05","2009-Q2",196300,-0.117167600611309,"2005-05"
2017-03-31,61,"West Virginia",36,101600,0.0019723865877712,0.00395256916996047,0.05175983436853,0.0272973041517521,,"2017-03","2017-Q1",101600,0,"2017-03"
2017-03-31,38,"Nebraska",37,147600,0.00408163265306122,0.0116518163125428,0.0657039711191336,0.0419248064517326,0.0172474215659264,"2017-03","2017-Q1",147600,0,"2017-03"
2017-03-31,20,"Idaho",38,185300,0.00488069414316703,0.0186915887850467,0.0829924021040327,0.0588811979403052,-0.00349370971634277,"2007-11","2007-Q4",196700,-0.057956278596848,"2006-07"
2017-03-31,18,"Hawaii",39,597700,0.0106526885356781,0.0220588235294118,0.0675120557242365,0.0693743123115844,0.00955124973548771,"2017-03","2017-Q1",597700,0,"2017-03"
2017-03-31,28,"Maine",40,182900,0.00715859030837004,0.0212171970965941,0.0246498599439776,0.00175883246176167,-0.014003135525107,"2006-06","2006-Q2",222000,-0.176126126126126,"2003-12"
2017-03-31,39,"New Hampshire",41,242600,0.00663900414937759,0.0176174496644295,0.0635686102586585,0.0418873647503064,-0.00240000028567577,"2006-04","2006-Q2",255500,-0.0504892367906067,"2005-03"
2017-03-31,50,"Rhode Island",42,250300,0.00360866078588613,0.0125404530744337,0.0592467202708422,0.0409411554131467,-0.0123779475957642,"2006-06","2006-Q2",293300,-0.146607569041937,"2004-04"
2017-03-31,35,"Montana",43,199900,0.00200501253132832,0.0167853509664293,0.0582318687136051,0.0316029061209342,0.0183280799887531,"2009-08","2009-Q3",213600,-0.0641385767790262,"2009-03"
2017-03-31,13,"Delaware",44,217100,0.00462748727441,0.0121212121212121,0.0323347598668569,0.0301897089421528,-0.00734093917552103,"2007-04","2007-Q2",234000,-0.0722222222222222,"2005-09"
2017-03-31,52,"South Dakota",45,171300,0,0.0041031652989449,0.00058411214953271,0.0432750625308651,0.0226697065137627,"2017-03","2017-Q1",171300,0,"2017-03"
2017-03-31,3,"Alaska",46,267300,-0.00037397157816006,0.00375516334960571,0.00906002265005663,0.0211005150048689,0.0000748531042495948,"2008-06","2008-Q2",277700,-0.0374504861361181,"2007-04"
2017-03-31,37,"North Dakota",47,202000,-0.00049480455220188,-0.0122249388753056,-0.000989119683481701,0.0402874726218831,0.0467623234231582,"2016-12","2016-Q4",204500,-0.0122249388753056,"2016-03"
2017-03-31,12,"District of Columbia",48,559300,0.00920245398773006,0.0386258124419684,0.106648199445983,0.0880949179050485,0.0345568399049037,"2017-03","2017-Q1",559300,0,"2017-03"
2017-03-31,62,"Wyoming",49,193500,-0.00154798761609907,-0.00257731958762887,0.00519480519480519,0.0128866987274545,0.00781958516935877,"2009-06","2009-Q2",212000,-0.0872641509433962,"2008-09"
